9.304165909885576e-03	4.370433096236826e-02	5.479592971396783e-03	1.828679848668463e-02
9.637208528629933e-03	4.564805178821964e-02	4.771965675660797e-03	1.894137443851551e-02
9.982172407912240e-03	4.008200952662155e-02	3.958532588353313e-03	1.961938093654217e-02
1.033948426925346e-02	3.243436066717331e-02	3.230472569058379e-03	2.032165667716570e-02
1.070958610867139e-02	3.156537393112799e-02	2.815173554359186e-03	2.104907037792484e-02
1.109293574343128e-02	2.339513953712159e-02	2.230932153482855e-03	2.180252185210266e-02
1.149000737836740e-02	2.673270908826516e-02	2.111906939141582e-03	2.258294312179868e-02
1.190129219247606e-02	2.085523444818847e-02	1.688523469997724e-03	2.339129957084346e-02
1.232729894650574e-02	1.989213985108557e-02	1.510956096879574e-03	2.422859113898180e-02
1.276855461229592e-02	2.015446886622602e-02	1.365558387996899e-03	2.509585355880166e-02
1.322560502464305e-02	1.541006334907995e-02	1.097239706421863e-03	2.599415963693896e-02
1.369901555650015e-02	1.423495882671685e-02	9.561082485966370e-04	2.692462058114319e-02
1.418937181834507e-02	1.183436784321643e-02	8.017572736505201e-04	2.788838737484521e-02
1.469728038258273e-02	1.167306766249892e-02	7.294086453003303e-04	2.888665220092779e-02
1.522336953387728e-02	1.004893570051653e-02	6.225740792408056e-04	2.992064991646001e-02
1.576829004634242e-02	8.899205384075968e-03	5.425250004540510e-04	3.099165958021969e-02
1.633271598855124e-02	7.336373029938506e-03	4.561711510999154e-04	3.210100603489365e-02
1.691734555736144e-02	6.938515950183449e-03	4.118713898931868e-04	3.325006154591267e-02
1.752290194158718e-02	6.530214503968986e-03	3.690214355551759e-04	3.444024749894861e-02
1.815013421658630e-02	5.530500313224704e-03	3.170441089181317e-04	3.567303615817347e-02
1.879981827086900e-02	4.929773070253446e-03	2.789859208418700e-04	3.694995248745529e-02
1.947275776587476e-02	3.760486961377572e-03	2.294605509695852e-04	3.827257603674376e-02
2.016978513010425e-02	3.443785823870424e-03	2.043710083332145e-04	3.964254289597900e-02
2.089176258883633e-02	3.190950930961232e-03	1.860208903077385e-04	4.106154771894057e-02
2.163958323070372e-02	2.782263223772105e-03	1.641515964293334e-04	4.253134581954005e-02
2.241417211244676e-02	2.284090652863769e-03	1.407544577590645e-04	4.405375534315048e-02
2.321648740321179e-02	2.136323275863137e-03	1.312324011441373e-04	4.563065951565854e-02
2.404752156980976e-02	1.794883052759234e-03	1.156760167500581e-04	4.726400897302154e-02
2.490830260440110e-02	1.578151071799347e-03	1.053761852497659e-04	4.895582417421085e-02
2.579989529612563e-02	1.415501472680936e-03	9.847930622007107e-05	5.070819790052673e-02
2.672340254825045e-02	1.159412871299080e-03	8.610109034653423e-05	5.252329784437608e-02
2.767996674246508e-02	1.016008180917111e-03	7.672597907222718e-05	5.440336929071553e-02
2.867077115201162e-02	8.170636823358533e-04	6.603721552538789e-05	5.635073789447669e-02
2.969704140539787e-02	8.282025763635687e-04	6.288688947070012e-05	5.836781255740948e-02
3.076004700250409e-02	6.822364608491376e-04	5.476962863894370e-05	6.045708840790195e-02
3.186110288495872e-02	6.448373663921949e-04	5.132480337285766e-05	6.262114988746280e-02
3.300157106272582e-02	4.948327874519335e-04	4.290946402723319e-05	6.486267394768452e-02
3.418286229891609e-02	3.962988875975246e-04	3.720681607758905e-05	6.718443336164191e-02
3.540643785490580e-02	3.411231225320208e-04	3.354650731558780e-05	6.958930015382188e-02
3.667381129792215e-02	3.111123489185510e-04	3.092251090345540e-05	7.208024915282793e-02
3.798655037333128e-02	2.599980709031727e-04	2.755765307985570e-05	7.466036167125342e-02
3.934627894394466e-02	1.839785215065429e-04	2.337686895738718e-05	7.733282931727592e-02
4.075467899874316e-02	1.219775226108212e-04	1.891934812517248e-05	8.010095794268780e-02
4.221349273350318e-02	1.430876010204421e-04	1.909452996110781e-05	8.296817173224634e-02
4.372452470589892e-02	1.052313856702031e-04	1.675003713266576e-05	8.593801743940209e-02
4.528964406774658e-02	1.298923803439898e-04	1.794748416135873e-05	8.901416877364549e-02
4.691078687715157e-02	1.154790604861255e-04	1.594294982794591e-05	9.220043094489813e-02
4.858995849341921e-02	4.984957358087858e-05	1.155272030460364e-05	9.550074537057077e-02
5.032923605769114e-02	7.878435863226986e-05	1.251375710438719e-05	9.891919455111033e-02
5.213077106237620e-02	4.305572943866726e-05	1.003690625891041e-05	1.024600071200673e-01
5.399679201255396e-02	5.017416603146461e-05	1.038856032170276e-05	1.061275630749302e-01
5.592960718264333e-02	2.596705998042894e-05	8.084190122400686e-06	1.099263991951973e-01
5.793160747174605e-02	4.368278163867398e-05	8.224568448258855e-06	1.138612146543894e-01
6.000526936119720e-02	3.410389108763343e-05	7.069204955527632e-06	1.179368768329432e-01
6.215315797798125e-02	2.700321490649417e-05	5.980832263943226e-06	1.221584273391784e-01
