-4.274199999999999733e+01 -5.299999999999999850e-02 -5.299999999999999850e-02 6.080716171278570670e-01 6.080716171278570670e-01
-4.248400000000000176e+01 -5.299999999999999850e-02 -5.299999999999999850e-02 6.080716171278570670e-01 6.080716171278570670e-01
-4.222599999999999909e+01 -5.299999999999999850e-02 -5.299999999999999850e-02 6.090445317152616278e-01 6.090445317152616278e-01
-4.196800000000000352e+01 -5.399999999999999939e-02 -5.399999999999999939e-02 6.080716171278570670e-01 6.080716171278570670e-01
-4.170900000000000318e+01 -5.299999999999999850e-02 -5.299999999999999850e-02 6.080716171278570670e-01 6.080716171278570670e-01
-4.145100000000000051e+01 -5.299999999999999850e-02 -5.299999999999999850e-02 6.080716171278570670e-01 6.080716171278570670e-01
-4.119299999999999784e+01 -5.299999999999999850e-02 -5.299999999999999850e-02 6.070987025404525061e-01 6.070987025404525061e-01
-4.093500000000000227e+01 -5.299999999999999850e-02 -5.299999999999999850e-02 6.080716171278570670e-01 6.080716171278570670e-01
-4.067600000000000193e+01 -5.299999999999999850e-02 -5.299999999999999850e-02 6.090445317152616278e-01 6.090445317152616278e-01
-4.041799999999999926e+01 -5.299999999999999850e-02 -5.299999999999999850e-02 6.090445317152616278e-01 6.090445317152616278e-01
-4.015999999999999659e+01 -5.299999999999999850e-02 -5.299999999999999850e-02 6.080716171278570670e-01 6.080716171278570670e-01
-3.990200000000000102e+01 -5.299999999999999850e-02 -5.299999999999999850e-02 6.080716171278570670e-01 6.080716171278570670e-01
-3.964300000000000068e+01 -5.299999999999999850e-02 -5.299999999999999850e-02 6.080716171278570670e-01 6.080716171278570670e-01
-3.938499999999999801e+01 -5.299999999999999850e-02 -5.299999999999999850e-02 6.080716171278570670e-01 6.080716171278570670e-01
-3.912700000000000244e+01 -5.299999999999999850e-02 -5.299999999999999850e-02 6.080716171278570670e-01 6.080716171278570670e-01
-3.886899999999999977e+01 -5.299999999999999850e-02 -5.299999999999999850e-02 6.080716171278570670e-01 6.080716171278570670e-01
-3.860999999999999943e+01 -5.299999999999999850e-02 -5.299999999999999850e-02 6.080716171278570670e-01 6.080716171278570670e-01
-3.835199999999999676e+01 -5.299999999999999850e-02 -5.299999999999999850e-02 6.080716171278570670e-01 6.080716171278570670e-01
-3.809400000000000119e+01 -5.299999999999999850e-02 -5.299999999999999850e-02 6.090445317152616278e-01 6.090445317152616278e-01
-3.783500000000000085e+01 -5.399999999999999939e-02 -5.399999999999999939e-02 6.080716171278570670e-01 6.080716171278570670e-01
-3.757699999999999818e+01 -5.299999999999999850e-02 -5.299999999999999850e-02 6.070987025404525061e-01 6.070987025404525061e-01
-3.731900000000000261e+01 -5.199999999999999761e-02 -5.199999999999999761e-02 6.070987025404525061e-01 6.070987025404525061e-01
-3.706099999999999994e+01 -5.299999999999999850e-02 -5.299999999999999850e-02 6.080716171278570670e-01 6.080716171278570670e-01
-3.680199999999999960e+01 -5.399999999999999939e-02 -5.399999999999999939e-02 6.080716171278570670e-01 6.080716171278570670e-01
-3.654399999999999693e+01 -5.299999999999999850e-02 -5.299999999999999850e-02 6.090445317152616278e-01 6.090445317152616278e-01
-3.628600000000000136e+01 -5.299999999999999850e-02 -5.299999999999999850e-02 6.090445317152616278e-01 6.090445317152616278e-01
-3.602799999999999869e+01 -5.399999999999999939e-02 -5.399999999999999939e-02 6.090445317152616278e-01 6.090445317152616278e-01
-3.576899999999999835e+01 -5.299999999999999850e-02 -5.299999999999999850e-02 6.080716171278570670e-01 6.080716171278570670e-01
-3.551100000000000279e+01 -5.299999999999999850e-02 -5.299999999999999850e-02 6.080716171278570670e-01 6.080716171278570670e-01
-3.525300000000000011e+01 -5.299999999999999850e-02 -5.299999999999999850e-02 6.080716171278570670e-01 6.080716171278570670e-01
