9.303973957862796e-03	9.971339441806276e-01	3.526999749227033e-02	1.828678545622466e-02
9.636618938778267e-03	9.378387873317170e-01	2.992307208743590e-02	1.894059289664106e-02
9.981156975696405e-03	9.648929583232569e-01	2.724671618288452e-02	1.961777591447467e-02
1.033801328104848e-02	9.806925671660575e-01	2.491122356846689e-02	2.031917025674488e-02
1.070762826988580e-02	9.663051372278068e-01	2.220671333020981e-02	2.104564155093428e-02
1.109045810341903e-02	9.623613197713818e-01	2.023124401707206e-02	2.179808637330483e-02
1.148697525199057e-02	9.747021413028066e-01	1.852215795330115e-02	2.257743335540960e-02
1.189766907817499e-02	9.868072104715158e-01	1.690163359038184e-02	2.338464433016556e-02
1.232304644072698e-02	9.724009771186233e-01	1.534626586966922e-02	2.422071551890197e-02
1.276363232012229e-02	9.671675200333480e-01	1.399340328859345e-02	2.508667876084927e-02
1.321997046646363e-02	9.619472274330857e-01	1.271416802134286e-02	2.598360278658592e-02
1.369262407055110e-02	9.299946853583125e-01	1.144028183044301e-02	2.691259453701472e-02
1.418217645894551e-02	7.359782149378870e-01	9.207250897089295e-03	2.787480052949661e-02
1.468923181388219e-02	4.016414136875465e-01	6.092772268666228e-03	2.887140827282771e-02
1.521441591892393e-02	2.250563311048570e-01	4.110024684739825e-03	2.990364773280612e-02
1.575837693127321e-02	1.559815104587698e-01	3.160854632205855e-03	3.097279285019713e-02
1.632178618169702e-02	1.063635685248728e-01	2.400154058211089e-03	3.208016311297023e-02
1.690533900305124e-02	8.562007028974168e-02	2.000959151220795e-03	3.322712518474826e-02
1.750975558842733e-02	6.569392321063210e-02	1.623002862685780e-03	3.441509459147857e-02
1.813578187998037e-02	5.421148911887366e-02	1.374121571575922e-03	3.564553746840769e-02
1.878419048953531e-02	4.032243897525549e-02	1.103288779488339e-03	3.691997236951567e-02
1.945578165210766e-02	3.366480128546710e-02	9.445444478487148e-04	3.823997214164297e-02
2.015138421351547e-02	2.801943840461532e-02	8.082962810947192e-04	3.960716586562313e-02
2.087185665330129e-02	2.325944201022143e-02	6.933830323824595e-04	4.102324086681675e-02
2.161808814422677e-02	1.882353728839066e-02	5.884016754633759e-04	4.248994479752805e-02
2.239099964964731e-02	1.606825079261227e-02	5.146735265994609e-04	4.400908779387407e-02
2.319154506012115e-02	1.308675570501218e-02	4.472650936395203e-04	4.558254470976845e-02
2.402071237065566e-02	1.065669853060308e-02	3.866516610573753e-04	4.721225743077680e-02
2.487952490004371e-02	8.687139998161932e-03	3.392417366843674e-04	4.890023727069936e-02
2.576904255379497e-02	7.511190604537290e-03	3.083515892474794e-04	5.064856745383868e-02
2.669036313222081e-02	6.387362890030464e-03	2.568150115055746e-04	5.245940568601577e-02
2.764462368528709e-02	5.368311515900379e-03	2.241442401180014e-04	5.433498681750790e-02
2.863300191590716e-02	4.454312274401101e-03	1.923003876611422e-04	5.627762560119425e-02
2.965671763340659e-02	3.737047830967906e-03	1.667822344756091e-04	5.828971954931375e-02
3.071703425895378e-02	3.100165018360091e-03	1.440285557034147e-04	6.037375189236037e-02
3.181526038481415e-02	2.990397116116674e-03	1.342892671712711e-04	6.253229464376792e-02
3.295275138935241e-02	2.119276383260541e-03	1.075999231692651e-04	6.476801177416656e-02
3.413091110977594e-02	1.874425556726080e-03	9.610568079741706e-05	6.708366249912835e-02
3.535119357468375e-02	1.738197377606874e-03	8.810940783840017e-05	6.948210468445969e-02
3.661510479855942e-02	1.481087762094737e-03	7.734058756607171e-05	7.196629837324317e-02
3.792420464042232e-02	1.378707328214769e-03	7.190989947369593e-05	7.453930943898174e-02
3.928010872893134e-02	1.068875000354736e-03	6.001957928063080e-05	7.720431336935366e-02
4.068449045631683e-02	9.533657253042371e-04	5.425863676768683e-05	7.996459918524816e-02
4.213908304360153e-02	7.562974142666213e-04	4.642112426280454e-05	8.282357349991835e-02
4.364568167965941e-02	7.501148813193822e-04	4.420073260672797e-05	8.578476472326092e-02
4.520614573675227e-02	6.129572353890466e-04	3.894373787703594e-05	8.885182741641168e-02
4.682240106527838e-02	5.231042389453451e-04	3.289013037204666e-05	9.202854680203064e-02
4.849644237056527e-02	4.249413610205584e-04	2.805663994368733e-05	9.531884343584364e-02
5.023033567464009e-02	3.813470005680205e-04	2.550656187888975e-05	9.872677804520535e-02
5.202622086601550e-02	3.169946121626429e-04	2.182568656305567e-05	1.022565565406556e-01
5.388631434063815e-02	2.860789914625445e-04	2.041878545180241e-05	1.059125352066536e-01
5.581291173725900e-02	2.280708193407421e-04	1.706384113202221e-05	1.096992260778971e-01
5.780839077060122e-02	1.981327069931598e-04	1.488034520048579e-05	1.136213025078602e-01
5.987521416582252e-02	1.803838800893810e-04	1.326871116614360e-05	1.176836049364237e-01
6.201593269789318e-02	1.416381214072660e-04	1.109616074845614e-05	1.218911468637157e-01
6.423318833964095e-02	1.398982626272536e-04	1.033120822787226e-05	1.262491210375341e-01
6.652971752234813e-02	1.175212466505823e-04	8.978232888892964e-06	1.307629058619890e-01
6.890835451292465e-02	1.051078051094445e-04	8.045087383214258e-06	1.354380720352728e-01
7.137203491182524e-02	6.624041759190863e-05	6.383627513328532e-06	1.402803894247499e-01
7.392379927602774e-02	6.544773784668040e-05	6.038345156565124e-06	1.452958341878530e-01
7.656679687154355e-02	6.028273172082797e-05	5.671611117553297e-06	1.504905961475713e-01
7.930428956009186e-02	5.098422143485858e-05	4.897351220405605e-06	1.558710864316354e-01
8.213965582473381e-02	4.101653981904987e-05	4.241620681642902e-06	1.614439453848256e-01
8.507639493943553e-02	3.730147110631517e-05	3.770837038226863e-06	1.672160507641693e-01
8.811813128770515e-02	2.812156735789297e-05	3.244604795115478e-06	1.731945262271407e-01
9.126861883563447e-02	3.296297711586648e-05	3.182898711622824e-06	1.793867501233396e-01
9.453174576486492e-02	2.477938020888628e-05	2.740157009528995e-06	1.858003646004994e-01
9.791153927119613e-02	1.653946727474271e-05	2.272467025684543e-06	1.924432850360610e-01
1.014121705347592e-01	1.947830904901036e-05	2.264738406745755e-06	1.993237098059553e-01
1.050379598678885e-01	1.680031344310735e-05	2.026463313234263e-06	2.064501304026476e-01
1.087933820470451e-01	1.242977183367102e-05	1.821393021945632e-06	2.138313419149335e-01
1.126830718353731e-01	9.393372378804869e-06	1.621336319875263e-06	2.214764538824181e-01
1.167118297027032e-01	9.112566341236681e-06	1.547924291179094e-06	2.293949015380762e-01
