9.304165909885576e-03	1.039194064816810e+00	3.624392313914749e-02	1.828679848668463e-02
9.637208528629933e-03	1.052089931608922e+00	3.236760695347202e-02	1.894137443851551e-02
9.982172407912240e-03	1.013341610921624e+00	2.833034536717152e-02	1.961938093654217e-02
1.033948426925346e-02	9.984179856884267e-01	2.532180089933073e-02	2.032165667716570e-02
1.070958610867139e-02	1.008257387554459e+00	2.294432238754436e-02	2.104907037792484e-02
1.109293574343128e-02	9.747011958163686e-01	2.052806291151986e-02	2.180252185210266e-02
1.149000737836740e-02	1.000890201827799e+00	1.894938829625257e-02	2.258294312179868e-02
1.190129219247606e-02	9.864660090711848e-01	1.705825761090977e-02	2.339129957084346e-02
1.232729894650574e-02	9.988977549244406e-01	1.570421661912288e-02	2.422859113898180e-02
1.276855461229592e-02	1.005290436140118e+00	1.441679507566940e-02	2.509585355880166e-02
1.322560502464305e-02	1.003450918217598e+00	1.313771450312807e-02	2.599415963693896e-02
1.369901555650015e-02	9.698454835658840e-01	1.181831046400893e-02	2.692462058114319e-02
1.418937181834507e-02	7.336628219256216e-01	9.283218777921780e-03	2.788838737484521e-02
1.469728038258273e-02	3.896132411974128e-01	6.043357366127600e-03	2.888665220092779e-02
1.522336953387728e-02	2.110851681338497e-01	4.015110864360529e-03	2.992064991646001e-02
1.576829004634242e-02	1.498653222557355e-01	3.123965378668294e-03	3.099165958021969e-02
1.633271598855124e-02	1.123054347269487e-01	2.489617201013943e-03	3.210100603489365e-02
1.691734555736144e-02	8.423666665430168e-02	1.999820246001315e-03	3.325006154591267e-02
1.752290194158718e-02	6.742214961794690e-02	1.659067857095929e-03	3.444024749894861e-02
1.815013421658630e-02	5.170380401950550e-02	1.354396393986030e-03	3.567303615817347e-02
1.879981827086900e-02	4.113314910622928e-02	1.123691152239305e-03	3.694995248745529e-02
1.947275776587476e-02	3.340769070611873e-02	9.500172398756239e-04	3.827257603674376e-02
2.016978513010425e-02	2.876964157705881e-02	8.256481337701940e-04	3.964254289597900e-02
2.089176258883633e-02	2.226278319117057e-02	6.850011724283289e-04	4.106154771894057e-02
2.163958323070372e-02	1.929258942353032e-02	6.020027723480678e-04	4.253134581954005e-02
2.241417211244676e-02	1.658658395526905e-02	5.273998806626151e-04	4.405375534315048e-02
2.321648740321179e-02	1.317942697847309e-02	4.534115531843064e-04	4.563065951565854e-02
2.404752156980976e-02	1.081688213418605e-02	3.928245630305769e-04	4.726400897302154e-02
2.490830260440110e-02	1.040884893601954e-02	3.733752899180588e-04	4.895582417421085e-02
2.579989529612563e-02	8.559061686495985e-03	3.328224903933707e-04	5.070819790052673e-02
